ADJ,ADP,ADV,AUX,CCONJ,DET,Lemma,NOUN,NUM,PART,PRON,PROPN,PUNCT,ParentAUX,ParentNOUN,ParentNUM,ParentNon,ParentPRON,ParentPROPN,ParentPUNCT,ParentVERB,SCONJ,Sentence,Token,VERB,acl:relcl,advcl,advmod,aux:pass,case,cc,ccomp,conj,det,discourse,iobj,mark,nmod,nsubj,nsubj:pass,obj,obl,parataxis,punct,Answer
0,0,0,0,0,0,разный,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Вы и разные Назанские ! ' ' А при чем же здесь Назанский ? ,разные,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,окончена,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Как и следовало ожидать , суд определил , что ссора не может быть окончена примирением . ",окончена,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,1,0,0,0,привержен,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,"Неужели он так привержен военному сословию , неужели верит в высший будто бы смысл армейского порядка так , что готов поставить на карту само свое существование ? ",привержен,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1
0,0,1,0,0,0,наверное,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Если Ромочка откажется ради любви к ней от поединка , то все равно в этом будет что - то сомнительное и Володю почти наверное не допустят до экзамена . ",наверное,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,ранить,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Они непременно должны стреляться , но ни один из них не должен быть ранен . ",ранен,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,увидимся,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,"Прощаясь , она закинула руки ему за шею : ' Мы не увидимся больше . ",увидимся,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,0,0,0,0,произведенным,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Когда по команде противники пошли друг другу навстречу , поручик Николаев произведенным выстрелом ранил подпоручика в правую верхнюю часть живота , и тот через семь минут скончался от внутреннего кровоизлияния . ",произведенным,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,1,0,неспособны,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"А может быть , Верочка , твой жизненный путь пересекла именно такая любовь , которой грезят женщины и на которую неспособны больше мужчины ' . ",неспособны,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,1,0,вынудить,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Он должен признаться , что растратил казенные деньги и вынужден будет бежать из города , так что они о нем больше не услышат . ",вынужден,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,лежащего,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Лицо лежащего в гробу было безмятежно , будто он узнал глубокую тайну . ",лежащего,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,0,0,0,0,заканчивавшиеся,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Она слушала , и в уме ее слагались слова , как бы куплеты , заканчивавшиеся молитвой : ' Да святится имя Твое ' . ",заканчивавшиеся,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,бывший,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,В Яме ( бывшей Ямской слободе ) таких было еще только два . ,бывшей,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0,0,0,религиозен,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Религиозен необычайно . ,Религиозен,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,насмешливую,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"В залу в это время вошла Женя , которую Платонов , да и клиенты , и обитательницы дома уважали за красоту , насмешливую дерзость и независимость . ",насмешливую,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,1,1,0,0,аннвзволнова,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,Она была сегодня взволнованной и быстро - быстро заговорила на условном жаргоне с Тамарой . ,взволнованной,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
0,0,0,0,0,0,соболезнующим,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"Лихонин сочувственно слушал Платонова и вдруг заявил , что не хотел бы оставаться лишь соболезнующим зрителем . ",соболезнующим,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,вернувшейся,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Вернется назад ' , - убежденно заявил Платонов . ' Вернется ' , - в тон ему откликнулась Женя . ' Люба , - обратился Лихонин к другой вернувшейся девушке , - хочешь уйти отсюда ? ",вернувшейся,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,связать,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"Беря ответственность за судьбу человека , студент плохо представлял себе связанные с этим тяготы . ",связанные,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,0,0,0,0,спасти,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Впрочем , друзья согласились помогать ему развивать спасенную . ",спасенную,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1,0,0,проблема,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"Проблемой стали и отношения его друзей к Любе , хорошевшей и хорошевшей вне обстановки публичного дома . ",Проблемой,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,предложившая,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"И тут возникла Женька , предложившая этой старой дуре немедленно убираться . ",предложившая,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
0,0,1,0,0,0,приюты,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"Ее приюты - хуже , чем тюрьма , а Тамара заявила : ",приюты,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,1,0,та,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"Елена Викторовна нагнулась ее поцеловать , но та что - то прошептала ей , на что певица ответила , что несколько месяцев лечения - и все пройдет . ",та,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,зося,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Лишь через час Симеон с двумя собратьями по профессии смог утихомирить их , и в обычный час младшая экономка Зося прокричала : ' Барышни ! ",Зося,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,увидимся,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,Больше ведь не увидимся ! ' ,увидимся,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,охвативших,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"Но любящий Женьку Сергей Павлович не мог разрешить ее сомнений , охвативших ее после того , как она пожалела Колю : мечта заразить всех не была ли глупостью , фантазией ? ",охвативших,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,повесившейся,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Дня через два во время медосмотра ее нашли повесившейся . ,повесившейся,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,переходящей,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"Все , что касалось службы , не допускало послаблений даже среди приятелей , зато вне этого предписывалось неизменное ' ты ' и дружеское , с оттенком не переходящей известных границ фамильярности , обращение . ",переходящей,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1,0,0,отправить,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"После присяги Дрозд напоминал , что теперь они солдаты и за проступок могут быть отправлены не к маменьке , а рядовыми в пехотный полк . ",отправлены,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,0,0,1,0,рядовыми,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"После присяги Дрозд напоминал , что теперь они солдаты и за проступок могут быть отправлены не к маменьке , а рядовыми в пехотный полк . ",рядовыми,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0,0,0,0,0,окружающему,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"И все же молодой задор , не изжитое до конца мальчишество проглядывали в склонности дать свое наименование всему окружающему . ",окружающему,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,присвоенное,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Каждый командир тоже носил присвоенное ему имя . ,присвоенное,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,отчто,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"С Балканской войны он привез жену - болгарку неописуемой красоты , перед которой преклонялись все юнкера , отчего и личность ее мужа считалась неприкосновенной . ",отчего,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,юноша,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Однако ж жизнь восемнадцати - двадцатилетних юношей не могла быть целиком поглощена интересами службы . ,юношей,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,поглощена,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Однако ж жизнь восемнадцати - двадцатилетних юношей не могла быть целиком поглощена интересами службы . ,поглощена,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,0,1,0,0,шокирован,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,"Александров был шокирован , но ответил , что ему это безразлично , потому что давно любит Ольгу и посвятит ей свой первый рассказ , который скоро опубликуют ' Вечерние досуги ' . ",шокирован,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,0,0,0,наряженным,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"Александров оказался ' наряженным ' на самый , как мы сейчас говорим , престижный бал - в Екатерининском институте . ",наряженным,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,блестящий,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Долгие годы с замиранием сердца будет вспоминать Александров бешеную гонку среди снегов со знаменитым фотоген Палычем от Знаменки до института ; блестящий подъезд старинного дома ; кажущегося таким же старинным ( не старым ! ) швейцара Порфирия , мраморные лестницы , светлые зады и воспитанниц в парадных платьях с бальным декольте . ",блестящий,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,кажущегося,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"Долгие годы с замиранием сердца будет вспоминать Александров бешеную гонку среди снегов со знаменитым фотоген Палычем от Знаменки до института ; блестящий подъезд старинного дома ; кажущегося таким же старинным ( не старым ! ) швейцара Порфирия , мраморные лестницы , светлые зады и воспитанниц в парадных платьях с бальным декольте . ",кажущегося,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0,0,0,1,старинным,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Долгие годы с замиранием сердца будет вспоминать Александров бешеную гонку среди снегов со знаменитым фотоген Палычем от Знаменки до института ; блестящий подъезд старинного дома ; кажущегося таким же старинным ( не старым ! ) швейцара Порфирия , мраморные лестницы , светлые зады и воспитанниц в парадных платьях с бальным декольте . ",старинным,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,подходящий,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,С девятью баллами появлялась возможность выбрать для прохождения службы подходящий тебе полк . ,подходящий,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,он,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Ему же не хватает до девятки каких - то трех десятых из - за шестерки по военной фортификации . ,Ему,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,елпреодона,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"Но вот все препятствия преодолены , и девять баллов обеспечивают Александрову право первого выбора места службы . ",преодолены,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,0,0,0,разъедающая,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"Обычно в полку не менее семидесяти пяти офицеров , а в таком большом обществе неизбежна сплетня , разъедающая это общество . ",разъедающая,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
0,0,0,0,0,0,проведенного,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"После целого дня , проведенного на охоте , тепло людного дома особенно приятно . ",проведенного,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
0,0,0,0,0,0,обедневших,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"Наступает царство мелкопоместных дворян , обедневших до нищенства . ",обедневших,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
0,0,0,0,0,0,предложивший,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"Тут и отыскал его Тихон , предложивший брату взять на себя управление усадьбой . ",предложивший,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,самому,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"Кухарка Авдотья , единственное живое существо в доме , всегда молчала , а когда Кузьма тяжело заболел , предоставив его самому себе , без всякого сочувствия ушла ночевать в людскую . ",самому,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,вычитанным,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Кузьме хотелось поделиться вычитанным из газет , а Тихона это не интересовало . ",вычитанным,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,0,0,0,0,настоящий,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Кузьма воспротивился затее : ему было жаль несчастную Авдотью , в женихи которой Тихон определил настоящего ' живореза ' , который избивал собственного отца , к хозяйству . ",настоящего,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,назвать,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,"Господин из Сан - Франциско , который в рассказе ни разу не назван по имени , так как , замечает автор , имени его не запомнил никто ни в Неаполе , ни на Капри , направляется с женой и дочерью в Старый Свет на целых два года с тем , чтобы развлекаться и путешествовать . ",назван,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1
0,0,0,0,0,0,похожая,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"В конце ноября знаменитая ' Атлантида ' , похожая на огромный отель со всеми удобствами , отправляется в плавание . ",похожая,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0,0,0,0,0,следующий,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"Жизнь на пароходе идет размеренно : рано встают , пьют кофе , какао , шоколад , принимают ванны , делают гимнастику , гуляют по палубам для возбуждения аппетита ; затем - идут к первому завтраку ; после завтрака читают газеты и спокойно ждут второго завтрака ; следующие два часа посвящаются отдыху - все палубы заставлены длинными камышовыми креслами , на которых , укрытые пледами , лежат путешественники , глядя в облачное небо ; затем - чай с печеньем , а вечером - то , что составляет главнейшую цель всего этого существования , - обед . ",следующие,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,елзаставна,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Жизнь на пароходе идет размеренно : рано встают , пьют кофе , какао , шоколад , принимают ванны , делают гимнастику , гуляют по палубам для возбуждения аппетита ; затем - идут к первому завтраку ; после завтрака читают газеты и спокойно ждут второго завтрака ; следующие два часа посвящаются отдыху - все палубы заставлены длинными камышовыми креслами , на которых , укрытые пледами , лежат путешественники , глядя в облачное небо ; затем - чай с печеньем , а вечером - то , что составляет главнейшую цель всего этого существования , - обед . ",заставлены,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,0,0,0,1,0,повинен,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,"На этом месте Мещерская ее перебивает спокойным сообщением , что она - женщина и повинен в этом друг и сосед ее отца , брат начальницы Алексей Михайлович Малютин . ",повинен,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1
0,0,0,0,0,0,принадлежащее,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"Описываются ее попытки занять гостя , их прогулка по саду ; принадлежащее Малютину сравнение их с Фаустом и Маргаритой . ",принадлежащее,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,живущая,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"Действие заканчивается на кладбище , куда каждое воскресенье на могилу Оли Мещерской приходит ее классная дама , живущая в иллюзорном мире , заменяющем ей реальность . ",живущая,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
0,0,0,0,0,0,заменяющем,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,"Действие заканчивается на кладбище , куда каждое воскресенье на могилу Оли Мещерской приходит ее классная дама , живущая в иллюзорном мире , заменяющем ей реальность . ",заменяющем,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
0,0,1,0,1,0,подслушанные,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Она ходит на ее могилу каждый праздник , часами не спускает глаз с дубового креста , вспоминает бледное личико в гробу среди цветов и однажды подслушанные слова , которые Оля говорила своей любимой подруге . ",подслушанные,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,1,0,сохраниться,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Бескрайние поля с ароматами трав и цветов летом , необозримые снежные просторы зимой рождали обостренное чувство красоты , формировавшее его внутренний мир и сохранившееся на всю жизнь . ",сохранившееся,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,0,0,0,0,запутавшегося,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"Часами он мог наблюдать за движением облаков в высоком небе , за работой жука , запутавшегося в хлебных колосьях , за игрой солнечных лучей на паркете гостиной . ",запутавшегося,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
0,0,0,0,0,0,стать,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Потом в доме появился человек по фамилии Баскаков , ставший первым учителем Алеши . ",ставший,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,настоящему,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Никакого педагогического опыта у него не было , и , быстро выучив мальчика писать , читать и даже французскому языку , к наукам по - настоящему он ученика не приобщил . ",настоящему,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,завладевшим,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"Его воздействие было в другом - в романтическом отношении к истории и литературе , в поклонении Пушкину и Лермонтову , завладевшим на - всегда душой Алеши . ",завладевшим,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
0,0,0,0,0,0,приобретенное,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Все приобретенное в общении с Баскаковым дало толчок воображению и поэтическому восприятию жизни . ,приобретенное,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,0,0,0,0,стесненный,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"Все гимназические годы Алеша жил только мечтой о каникулах , о поездке к родным - теперь уже в Батурино , имение умершей бабушки , поскольку Каменку отец , стесненный в средствах , продал . ",стесненный,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
0,0,0,0,0,0,полученный,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"Вскоре он пережил первую влюбленность , встретив в доме одного из родственников гостившую там молоденькую девушку Анхен , разлуку с которой пережил как истинное горе , из - за чего даже полученный в день ее отъезда петербургский журнал с публикацией его стихов не принес настоящей радости . ",полученный,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
0,0,0,0,0,0,приезжавшими,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"Но потом последовали легкие увлечения барышнями , приезжавшими в соседние имения , а затем и связь с замужней женщиной , которая служила горничной в усадьбе брата Николая . ",приезжавшими,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
0,0,1,0,0,0,разоренное,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,В Алексее все более ощутимо созревало желание покинуть почти разоренное родное гнездо и начать самостоятельную жизнь . ,разоренное,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,доставлявшие,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"Сначала были просто веселые разговоры и прогулки , доставлявшие удовольствие , но постепенно симпатия к Лике превращалась в более сильное чувство . ",доставлявшие,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,захваченный,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,"Захваченный им , Алексей постоянно метался между Батурином и Орлом , забросил занятия и жил только встречами с девушкой , она то приближала его к себе , то отталкивала , то снова вызывала на свидание . ",Захваченный,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
