ADJ,ADP,ADV,AUX,CCONJ,DET,Lemma,NOUN,NUM,PART,PRON,PROPN,PUNCT,ParentAUX,ParentNOUN,ParentNUM,ParentNon,ParentPRON,ParentPROPN,ParentPUNCT,ParentVERB,SCONJ,Sentence,Token,VERB,acl:relcl,advcl,advmod,aux:pass,case,cc,ccomp,conj,det,discourse,iobj,mark,nmod,nsubj,nsubj:pass,obj,obl,parataxis,punct,Answer
0,0,0,0,0,0,шляющуюся,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"Не напасешься Моссельпрома на всякую рвань , шляющуюся по Пречистенке ! ",шляющуюся,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
0,0,0,0,0,0,бойся,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,"– Да не бойся ты , иди . ",бойся,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,такой,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,"Что это такое за лицо , которое может псов с улицы мимо швейцара вводить в дом жилищного товарищества ? ",такое,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,0,0,0,1,0,равнодушен,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,"Правда , в глазах у него пасмурно , но в общем он равнодушен под околышком с золотыми галунами . ",равнодушен,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
0,0,0,0,0,0,пролетарскую,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Вот бы тяпнуть за пролетарскую мозолистую ногу . ,пролетарскую,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,вашего,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,За все издевательства вашего брата . ,вашего,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,отчаянный,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Вы только дорожку указывайте , а я уж не отстану , несмотря на отчаянный мой бок . ",отчаянный,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,жилтоварищей,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"– Никак нет , Филипп Филиппович . – Интимно вполголоса вдогонку : – А в третью квартиру жилтоварищей вселили . ",жилтоварищей,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,совершенный,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Из шестидесяти тысяч московских псов разве уж какой - нибудь совершенный идиот не умеет сложить из букв слово « колбаса » . ,совершенный,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,похожая,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"Уже на тротуаре , тут же , Шарик начал соображать , что « голубой » не всегда означает – « мясной » , и , зажимая от жгучей боли хвост между задними лапами и воя , припомнил , что во всех мясных первой слева стоит золотая или рыжая раскоряка , похожая на санки – « М » . ",похожая,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0,0,0,0,0,облицовывавшие,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,"Изразцовые квадратики , облицовывавшие угловые места в Москве , всегда и неизбежно означали « С - ы - р » . ",облицовывавшие,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
0,0,0,0,0,0,возглавлять,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"Черный кран от самовара , возглавлявший слово , – бывшего хозяина Чичкина , горы голландского красного сыра и толпу зверей - приказчиков , ненавидевших собак , опилки на полу и гнуснейший , дурно пахнущий сыр бакштейн . ",возглавлявший,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
0,0,0,0,0,0,бывший,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Черный кран от самовара , возглавлявший слово , – бывшего хозяина Чичкина , горы голландского красного сыра и толпу зверей - приказчиков , ненавидевших собак , опилки на полу и гнуснейший , дурно пахнущий сыр бакштейн . ",бывшего,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,пахнущий,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"Черный кран от самовара , возглавлявший слово , – бывшего хозяина Чичкина , горы голландского красного сыра и толпу зверей - приказчиков , ненавидевших собак , опилки на полу и гнуснейший , дурно пахнущий сыр бакштейн . ",пахнущий,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
0,0,0,0,0,0,быть,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Елисеевы братья бывшие . ,бывшие,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,притащивший,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"Неизвестный господин , притащивший пса к дверям своей роскошной квартиры , помещавшейся в бельэтаже , позвонил , а пес тотчас же поднял глаза на большую черную с золотыми буквами карточку , висящую сбоку широкой застекленной волнистым и розовым стеклом двери . ",притащивший,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,помещавшейся,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"Неизвестный господин , притащивший пса к дверям своей роскошной квартиры , помещавшейся в бельэтаже , позвонил , а пес тотчас же поднял глаза на большую черную с золотыми буквами карточку , висящую сбоку широкой застекленной волнистым и розовым стеклом двери . ",помещавшейся,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
0,0,0,0,0,0,аннзастекле,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Неизвестный господин , притащивший пса к дверям своей роскошной квартиры , помещавшейся в бельэтаже , позвонил , а пес тотчас же поднял глаза на большую черную с золотыми буквами карточку , висящую сбоку широкой застекленной волнистым и розовым стеклом двери . ",застекленной,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,обозначающая,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Но дальше шла пузатая двубокая дрянь , неизвестно что обозначающая . ",обозначающая,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,1,0,0,0,отразившея,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"Тут же запомнилось зеркало до самого пола , немедленно отразившее второго истасканного и рваного Шарика , страшные оленьи рога в высоте , бесчисленные шубы и калоши и опаловый тюльпан с электричеством под потолком . ",отразившее,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,дамся,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,"« Э , нет . . . – мысленно взвыл пес , – извините , не дамся ! ",дамся,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,уставленные,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"Во время верчения кругом него порхали стены , уставленные шкафами с блестящими инструментами , запрыгал белый передник и искаженное женское лицо . ",уставленные,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,искаженное,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Во время верчения кругом него порхали стены , уставленные шкафами с блестящими инструментами , запрыгал белый передник и искаженное женское лицо . ",искаженное,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,настоящая,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Настоящая дверь распахнулась . ,Настоящая,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,прыгая,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"С - скотина , – кричал господин , прыгая в халате , надетом на один рукав , и хватая пса за ноги . – Зина , держи его за шиворот , мерзавца ! ",прыгая,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0,1,0,0,0,забинтованный,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,"Пес приоткрыл правый томный глаз и краем его увидел , что он туго забинтованный поперек боков и живота . ",забинтованный,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1
0,0,0,0,0,0,рассеянный,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"– « От Севильи до Гренады . . . в тихом сумраке ночей » , – запел над ним рассеянный и фальшивый голос . ",рассеянный,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,поддернуты,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,"Штанина и кальсоны на ней были поддернуты , и голая желтая голень вымазана засохшей кровью и йодом . ",поддернуты,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
0,0,0,0,0,0,вымазана,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Штанина и кальсоны на ней были поддернуты , и голая желтая голень вымазана засохшей кровью и йодом . ",вымазана,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,возможен,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,"Единственным способом , который возможен в обращении с живым существом . ",возможен,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,0,0,0,0,0,выметаемые,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Захрустели выметаемые стекла , и женский голос кокетливо заметил : ",выметаемые,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,освещен,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,"Опять пес пересек узкий коридор , но теперь увидел , что он ярко освещен сверху розеткой . ",освещен,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1
0,0,0,0,0,0,сидящая,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"Свет заливал целую бездну предметов , из которых самым занятным оказалась громадная сова , сидящая на стене на суку . ",сидящая,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
0,0,1,0,0,0,оказавшийся,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"Противоположная резная дверь открылась , вошел тот , тяпнутый , оказавшийся теперь в ярком свете очень красивым , молодым , с черной острой бородкой , подал лист и молвил : ",оказавшийся,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
0,0,1,0,0,0,поразивший,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Дверь мягко открылась , и вошел некто , настолько поразивший пса , что он тявкнул , но очень робко . ",поразивший,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,подобного,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"Это неописуемо , – конфузливо заговорил посетитель . – Пароль д ' оннер – двадцать пять лет ничего подобного , – субъект взялся за пуговицу брюк , – верите ли , профессор , каждую ночь обнаженные девушки стаями . ",подобного,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0,0,0,очарован,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,Я положительно очарован . ,очарован,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,0,0,0,0,невиданные,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Под ними оказались невиданные никогда кальсоны . ,невиданные,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,вошедший,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Из кармана брюк вошедший выронил на ковер маленький конвертик , на котором была изображена красавица с распущенными волосами . ",вошедший,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1,0,0,изобразить,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,"Из кармана брюк вошедший выронил на ковер маленький конвертик , на котором была изображена красавица с распущенными волосами . ",изображена,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
0,0,0,0,0,0,распущенными,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Из кармана брюк вошедший выронил на ковер маленький конвертик , на котором была изображена красавица с распущенными волосами . ",распущенными,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0,0,0,спокойны,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"– Профессор , – из - за двери в экстазе воскликнул голос , – будьте совершенно спокойны , – он сладостно хихикнул и пропал . ",спокойны,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,0,0,0,лакированная,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"Рассыпной звонок пролетел по квартире , лакированная дверь открылась , вошел тяпнутый , вручил Филипп Филипповичу листок и заявил : ",лакированная,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,1,0,0,0,показаны,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,– Годы показаны неправильно . ,показаны,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,1,0,0,0,аннзаломле,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Он исчез и сменился шуршащей дамой в лихо заломленной на бок шляпе и со сверкающим колье на вялой и жеваной шее . ,заломленной,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,0,0,0,0,сверкающим,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Он исчез и сменился шуршащей дамой в лихо заломленной на бок шляпе и со сверкающим колье на вялой и жеваной шее . ,сверкающим,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0,0,0,шумящих,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Ведь он так дьявольски молод ! – Дама бормотала и выбрасывала из - под шумящих юбок скомканный кружевной клок . ,шумящих,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,скомканный,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Ведь он так дьявольски молод ! – Дама бормотала и выбрасывала из - под шумящих юбок скомканный кружевной клок . ,скомканный,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,обезьяна,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"– Я вам , сударыня , вставлю яичники обезьяны , – объявил он и посмотрел строго . ",обезьяны,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
0,0,0,0,0,0,согласна,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,"– Я согласна , профессор ! ",согласна,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0,0,1,0,0,0,взволнованный,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Пес дремал , тошнота прошла , пес наслаждался утихшим боком и теплом , даже всхрапнул и успел увидать кусочек приятного сна : будто он вырвал у совы целый пук перьев из хвоста . . . потом взволнованный голос тявкнул над головой : ",взволнованный,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,вьющихся,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"– Мы к вам , профессор , – заговорил тот из них , у кого на голове возвышалась на четверть аршина копна густейших вьющихся черных волос , – вот по какому делу . . . ",вьющихся,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,черный,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"– Мы – новое домоуправление нашего дома , – в сдержанной ярости заговорил черный . – Я – Швондер , она – Вяземская , он – товарищ Пеструхин и Жаровкин . ",черный,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,оказавшийся,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"– Это неописуемо ! – воскликнул юноша , оказавшийся женщиной . ",оказавшийся,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,свободин,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"Моя квартира свободна , и разговору конец . ",свободна,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,0,0,0,похожий,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"– Извиняюсь , – сказал четвертый , похожий на крепкого жука . ",похожий,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0,1,0,0,0,смотровую,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"– И от смотровой также , – продолжал Швондер , – смотровую прекрасно можно соединить с кабинетом . ",смотровую,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,странный,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,"– Угу , – молвил Филипп Филиппович каким - то странным голосом , – а где же я должен принимать пищу ? ",странным,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0,0,0,0,0,0,придушенным,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"– В спальне принимать пищу , – заговорил он придушенным голосом , – в смотровой – читать , в приемной – одеваться , оперировать – в комнате прислуги , а в столовой – осматривать ? ",придушенным,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,взволнованный,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"– Тогда , профессор , ввиду вашего упорного противодействия , – сказал взволнованный Швондер , – мы подаем на вас жалобу в высшие инстанции . ",взволнованный,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,почто,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,Вот почему : я прекращаю работу в Москве и вообще в России . . . ,почему,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,вооружены,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,"Сейчас ко мне вошли четверо , из них одна женщина , переодетая мужчиной , двое вооружены револьверами , и терроризировали меня в квартире с целью отнять часть ее . . . ",вооружены,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0
0,0,1,0,0,0,самому,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,Мне самому очень неприятно . . . ,самому,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,равнодушен,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,– Равнодушен к ним . ,Равнодушен,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0,0,0,0,0,аннобложе,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"На тяжелой доске кусок сыру в слезах , и в серебряной кадушке , обложенной снегом , – икра . ",обложенной,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,1,0,0,0,присоседившемся,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"Все эти предметы помещались на маленьком мраморном столике , уютно присоседившемся у громадного резного дуба буфета , изрыгавшего пучки стеклянного и серебряного света . ",присоседившемся,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
0,0,0,0,0,0,изрыгавшего,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"Все эти предметы помещались на маленьком мраморном столике , уютно присоседившемся у громадного резного дуба буфета , изрыгавшего пучки стеклянного и серебряного света . ",изрыгавшего,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
0,0,0,0,0,0,свернутые,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"Посредине комнаты – тяжелый , как гробница , стол , накрытый белой скатертью , а на нем два прибора , салфетки , свернутые в виде папских тиар , и три темных бутылки . ",свернутые,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
0,0,0,0,0,0,умоляю,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"– Сюда их ! – хищно скомандовал Филипп Филиппович . – Доктор Борменталь , умоляю вас , оставьте икру в покое . ",умоляю,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,содержимое,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"– И я того же мнения , – добавил Филипп Филиппович и вышвырнул одним комком содержимое рюмки себе в горло , – э . . . мм . . . доктор Борменталь , умоляю вас : мгновенно эту штучку , и если вы скажете , что это плохо , я ваш кровный враг на всю жизнь . ",содержимое,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
0,0,0,0,0,0,умоляю,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,"– И я того же мнения , – добавил Филипп Филиппович и вышвырнул одним комком содержимое рюмки себе в горло , – э . . . мм . . . доктор Борменталь , умоляю вас : мгновенно эту штучку , и если вы скажете , что это плохо , я ваш кровный враг на всю жизнь . ",умоляю,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,уважающий,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Мало - мальски уважающий себя человек оперирует закусками горячими . ,уважающий,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,принятую,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,"Он , бедняга , наголодался , – Филипп Филиппович на конце вилки подал псу закуску , принятую тем с фокусной ловкостью , и вилку с грохотом свалил в полоскательницу . ",принятую,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
0,0,0,0,0,0,засим,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Засим от тарелок подымался пахнущий раками пар , пес сидел в тени скатерти с видом часового у порохового склада , а Филипп Филиппович , заложив хвост тугой салфетки за воротничок , проповедовал : ",Засим,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,читающие,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,"Пациенты , не читающие газет , чувствовали себя превосходно . ",читающие,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
0,0,0,0,0,0,приличное,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"– Сен - Жульен – приличное вино , – сквозь сон слышал пес , – но только ведь теперь же его нету . ",приличное,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,необоснованных,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Я враг необоснованных гипотез . ,необоснованных,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,1,0,выдаваться,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"Не в калошах счастье , – подумал пес , – но личность выдающаяся » . ",выдающаяся,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,1,1,0,0,1,парадного,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"И вот , в течение времени до марта 1917 года не было ни одного случая – подчеркиваю красным карандашом « ни одного » ! – чтобы из нашего парадного внизу при общей незапертой двери пропала бы хоть одна пара калош . ",парадного,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,1,0,0,0,сказать,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"Где - нибудь у Карла Маркса сказано , что второй подъезд Калабуховского дома на Пречистенке следует забить досками и ходить кругом через черный двор ? ",сказано,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
